,Suburb,Rooms,Type,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Price
340,Altona North,3,h,11.1,5.0,2.0,2.0,276.0,100.0,2010.0,Western Metropolitan,620000.0
341,Altona North,3,h,11.1,,,,,,,Western Metropolitan,800000.0
342,Altona North,3,h,11.1,3.0,1.0,1.0,531.0,157.0,1960.0,Western Metropolitan,728500.0
343,Altona North,3,h,11.1,3.0,2.0,1.0,590.0,160.0,1950.0,Western Metropolitan,931000.0
344,Altona North,3,h,11.1,3.0,1.0,4.0,715.0,,2008.0,Western Metropolitan,988000.0
345,Altona North,3,h,11.1,,,,,,,Western Metropolitan,590000.0
346,Altona North,3,h,11.1,3.0,1.0,2.0,561.0,,,Western Metropolitan,590000.0
347,Altona North,2,h,11.1,2.0,1.0,2.0,691.0,,,Western Metropolitan,610000.0
349,Altona North,3,h,11.1,3.0,2.0,3.0,555.0,130.0,1960.0,Western Metropolitan,815000.0
350,Altona North,4,h,11.1,4.0,1.0,2.0,708.0,,,Western Metropolitan,970000.0
351,Altona North,4,h,11.1,,,,,,,Western Metropolitan,840000.0
352,Altona North,3,h,11.1,,,,,,,Western Metropolitan,840000.0
353,Altona North,4,h,11.1,4.0,1.0,3.0,668.0,,,Western Metropolitan,760000.0
354,Altona North,3,h,11.1,,,,,,,Western Metropolitan,852500.0
355,Altona North,4,t,11.1,4.0,3.0,1.0,252.0,,,Western Metropolitan,847500.0
356,Altona North,4,h,11.1,4.0,1.0,4.0,633.0,158.0,1960.0,Western Metropolitan,1200000.0
357,Altona North,3,h,11.1,,,,,,,Western Metropolitan,630000.0
359,Altona North,3,h,11.1,3.0,1.0,1.0,557.0,,,Western Metropolitan,700000.0
360,Altona North,3,h,11.1,3.0,1.0,1.0,536.0,,,Western Metropolitan,625000.0
361,Altona North,2,u,11.1,2.0,1.0,1.0,153.0,70.0,1970.0,Western Metropolitan,292000.0
362,Altona North,3,t,11.1,,,,,,,Western Metropolitan,640000.0
363,Altona North,3,h,11.1,,,,,,,Western Metropolitan,800000.0
365,Armadale,2,u,6.3,2.0,1.0,1.0,0.0,76.0,1964.0,Southern Metropolitan,599000.0
366,Armadale,2,u,6.3,2.0,1.0,0.0,861.0,,,Southern Metropolitan,550000.0
367,Armadale,3,u,6.3,3.0,2.0,2.0,0.0,100.0,1998.0,Southern Metropolitan,995000.0
368,Armadale,3,t,6.3,3.0,2.0,2.0,101.0,105.0,2000.0,Southern Metropolitan,1205000.0
370,Armadale,3,h,6.3,,,,,,,Southern Metropolitan,2675000.0
371,Armadale,3,h,6.3,3.0,2.0,2.0,296.0,150.0,1889.0,Southern Metropolitan,1939000.0
372,Armadale,1,u,6.3,1.0,1.0,0.0,0.0,,,Southern Metropolitan,421500.0
373,Armadale,2,u,6.3,,,,,,,Southern Metropolitan,585000.0
374,Armadale,3,h,6.3,,,,,,,Southern Metropolitan,2050000.0
375,Armadale,3,h,6.3,3.0,1.0,1.0,217.0,116.0,1888.0,Southern Metropolitan,1870000.0
377,Armadale,2,u,6.3,2.0,1.0,2.0,0.0,,,Southern Metropolitan,678000.0
380,Armadale,3,t,6.3,3.0,2.0,2.0,0.0,165.0,1995.0,Southern Metropolitan,1918000.0
382,Armadale,2,u,6.3,2.0,1.0,1.0,0.0,,,Southern Metropolitan,660000.0
383,Armadale,3,h,6.3,3.0,2.0,1.0,205.0,116.0,1910.0,Southern Metropolitan,2050000.0
386,Armadale,2,u,6.3,2.0,1.0,2.0,0.0,,,Southern Metropolitan,700000.0
387,Armadale,2,u,6.3,3.0,2.0,2.0,0.0,,2006.0,Southern Metropolitan,3625000.0
388,Armadale,4,h,6.3,4.0,2.0,2.0,1581.0,,1934.0,Southern Metropolitan,3000000.0
389,Armadale,2,h,6.3,,,,,,,Southern Metropolitan,1930000.0
390,Armadale,5,h,6.3,8.0,2.0,2.0,693.0,,,Southern Metropolitan,1525000.0
392,Armadale,3,u,6.3,3.0,2.0,1.0,2113.0,14.0,1970.0,Southern Metropolitan,735000.0
393,Armadale,2,u,6.3,2.0,1.0,1.0,0.0,,,Southern Metropolitan,825000.0
394,Armadale,3,t,6.3,2.0,2.0,2.0,246.0,,,Southern Metropolitan,1586000.0
399,Armadale,2,u,6.3,3.0,1.0,1.0,0.0,,1960.0,Southern Metropolitan,645000.0
400,Armadale,1,h,6.3,2.0,2.0,1.0,144.0,107.0,1900.0,Southern Metropolitan,1435000.0
402,Armadale,1,u,6.3,1.0,1.0,1.0,0.0,38.0,1975.0,Southern Metropolitan,280000.0
403,Armadale,1,u,6.3,1.0,1.0,1.0,0.0,,,Southern Metropolitan,400000.0
405,Armadale,2,h,6.3,2.0,2.0,2.0,0.0,,,Southern Metropolitan,1780000.0
407,Armadale,2,u,6.3,2.0,1.0,1.0,0.0,73.0,1970.0,Southern Metropolitan,592500.0
409,Armadale,2,h,6.3,2.0,1.0,0.0,249.0,96.0,1910.0,Southern Metropolitan,1210000.0
410,Armadale,4,h,6.3,4.0,2.0,2.0,624.0,222.0,1900.0,Southern Metropolitan,2801000.0
414,Armadale,1,u,6.3,1.0,1.0,0.0,881.0,,,Southern Metropolitan,390000.0
416,Armadale,3,h,6.3,3.0,2.0,2.0,405.0,121.0,1910.0,Southern Metropolitan,1800000.0
418,Armadale,4,h,6.3,4.0,1.0,2.0,495.0,163.0,1900.0,Southern Metropolitan,2200000.0
420,Armadale,1,u,6.3,1.0,1.0,1.0,0.0,,,Southern Metropolitan,324000.0
426,Armadale,6,h,6.3,5.0,3.0,4.0,1491.0,516.0,1935.0,Southern Metropolitan,5525000.0
428,Armadale,2,h,6.3,3.0,1.0,2.0,169.0,,,Southern Metropolitan,1125000.0
429,Armadale,3,h,6.3,3.0,3.0,1.0,301.0,,,Southern Metropolitan,2250000.0
430,Armadale,3,h,6.3,3.0,2.0,0.0,336.0,,,Southern Metropolitan,2360000.0
431,Armadale,2,h,6.3,2.0,2.0,0.0,207.0,,,Southern Metropolitan,1900000.0
432,Armadale,1,u,6.3,1.0,1.0,1.0,0.0,53.0,1970.0,Southern Metropolitan,440000.0
435,Armadale,2,u,6.3,2.0,1.0,1.0,0.0,,1966.0,Southern Metropolitan,490000.0
437,Armadale,3,h,6.3,3.0,2.0,1.0,316.0,,,Southern Metropolitan,2365000.0
438,Armadale,3,h,6.3,2.0,1.0,2.0,212.0,106.0,1900.0,Southern Metropolitan,1300000.0
440,Armadale,3,u,6.3,3.0,2.0,2.0,0.0,,,Southern Metropolitan,732000.0
441,Armadale,2,u,6.3,2.0,1.0,1.0,0.0,74.0,1969.0,Southern Metropolitan,704000.0
444,Armadale,2,u,6.3,3.0,1.0,1.0,0.0,98.0,1970.0,Southern Metropolitan,620000.0
445,Armadale,3,h,6.3,3.0,1.0,2.0,328.0,108.0,1900.0,Southern Metropolitan,1900000.0
449,Armadale,1,u,6.3,1.0,1.0,1.0,0.0,,,Southern Metropolitan,315000.0
451,Armadale,3,h,6.3,,,,,,,Southern Metropolitan,1992000.0
452,Armadale,1,u,6.3,1.0,1.0,1.0,0.0,,,Southern Metropolitan,450000.0
453,Armadale,2,u,6.3,2.0,1.0,1.0,2471.0,80.0,1970.0,Southern Metropolitan,710000.0
454,Armadale,2,u,6.3,2.0,1.0,1.0,1194.0,,1953.0,Southern Metropolitan,872000.0
455,Armadale,2,u,6.3,2.0,1.0,1.0,0.0,88.0,1970.0,Southern Metropolitan,598000.0
457,Armadale,3,h,6.3,3.0,1.0,2.0,186.0,80.0,1920.0,Southern Metropolitan,1285000.0
458,Armadale,4,h,6.3,4.0,3.0,2.0,421.0,,,Southern Metropolitan,3660000.0
461,Armadale,2,u,6.3,1.0,1.0,1.0,0.0,76.0,1970.0,Southern Metropolitan,520000.0
462,Armadale,4,h,6.3,,,,,,,Southern Metropolitan,2760000.0
464,Armadale,2,u,6.3,,,,,,,Southern Metropolitan,690000.0
465,Armadale,4,h,6.3,4.0,1.0,2.0,709.0,251.0,1900.0,Southern Metropolitan,3625000.0
466,Armadale,4,h,6.3,4.0,3.0,3.0,563.0,333.0,2000.0,Southern Metropolitan,4200000.0
467,Armadale,3,t,6.3,3.0,1.0,2.0,103.0,3.0,2000.0,Southern Metropolitan,1101000.0
468,Armadale,3,h,6.3,3.0,2.0,2.0,617.0,285.0,1998.0,Southern Metropolitan,3512500.0
471,Armadale,4,h,6.3,4.0,3.0,4.0,544.0,,,Southern Metropolitan,2000000.0
473,Armadale,3,u,6.3,2.0,1.0,1.0,0.0,91.0,1940.0,Southern Metropolitan,869000.0
474,Armadale,2,u,6.3,,,,,,,Southern Metropolitan,577000.0
477,Armadale,3,h,6.3,,,,,,,Southern Metropolitan,2865000.0
478,Armadale,5,h,6.3,5.0,2.0,2.0,617.0,,,Southern Metropolitan,2810000.0
479,Armadale,2,u,6.3,3.0,1.0,1.0,0.0,,,Southern Metropolitan,565000.0
480,Armadale,1,u,6.3,1.0,1.0,1.0,0.0,53.0,2013.0,Southern Metropolitan,567000.0
481,Armadale,2,u,6.3,2.0,0.0,0.0,0.0,,,Southern Metropolitan,546000.0
483,Armadale,2,u,6.3,2.0,1.0,1.0,0.0,,1980.0,Southern Metropolitan,471500.0
485,Ascot Vale,2,u,5.9,3.0,1.0,2.0,0.0,,,Western Metropolitan,455000.0
486,Ascot Vale,3,h,5.9,3.0,1.0,2.0,298.0,108.0,1920.0,Western Metropolitan,940000.0
487,Ascot Vale,2,u,5.9,2.0,1.0,1.0,0.0,62.0,1980.0,Western Metropolitan,467000.0
489,Ascot Vale,3,h,5.9,,,,,,,Western Metropolitan,895000.0
490,Ascot Vale,3,h,5.9,3.0,2.0,2.0,277.0,174.0,1910.0,Western Metropolitan,1380000.0
491,Ascot Vale,2,u,5.9,2.0,1.0,1.0,423.0,62.0,1970.0,Western Metropolitan,490000.0
492,Ascot Vale,4,h,5.9,4.0,3.0,1.0,478.0,270.0,1900.0,Western Metropolitan,1850000.0
493,Ascot Vale,3,h,5.9,3.0,1.0,2.0,623.0,,1938.0,Western Metropolitan,1284000.0
494,Ascot Vale,3,h,5.9,3.0,2.0,2.0,285.0,128.0,1900.0,Western Metropolitan,971000.0
495,Ascot Vale,2,h,5.9,2.0,1.0,1.0,214.0,77.0,1890.0,Western Metropolitan,710000.0
496,Ascot Vale,6,h,5.9,6.0,3.0,2.0,1014.0,435.0,1887.0,Western Metropolitan,2425000.0
497,Ascot Vale,2,h,5.9,2.0,1.0,1.0,226.0,92.0,1920.0,Western Metropolitan,750000.0
498,Ascot Vale,2,h,5.9,,,,,,,Western Metropolitan,840000.0
499,Ascot Vale,2,h,5.9,2.0,1.0,1.0,269.0,109.0,1900.0,Western Metropolitan,1053000.0
500,Ascot Vale,3,h,5.9,3.0,1.0,1.0,417.0,168.0,1900.0,Western Metropolitan,1377000.0
501,Ascot Vale,3,h,5.9,3.0,1.0,2.0,350.0,125.0,1904.0,Western Metropolitan,970000.0
502,Ascot Vale,2,h,5.9,2.0,1.0,1.0,330.0,,,Western Metropolitan,940000.0
503,Ascot Vale,2,h,5.9,2.0,1.0,1.0,118.0,79.0,1890.0,Western Metropolitan,751000.0
504,Ascot Vale,2,h,5.9,2.0,1.0,1.0,173.0,102.0,1900.0,Western Metropolitan,950000.0
506,Ascot Vale,2,u,5.9,2.0,1.0,2.0,228.0,90.0,1995.0,Western Metropolitan,685000.0
508,Ascot Vale,3,h,5.9,4.0,1.0,2.0,594.0,148.0,1960.0,Western Metropolitan,1230000.0
509,Ascot Vale,2,h,5.9,2.0,1.0,1.0,0.0,,,Western Metropolitan,636500.0
510,Ascot Vale,3,h,5.9,3.0,1.0,0.0,317.0,,,Western Metropolitan,910000.0
511,Ascot Vale,2,h,5.9,,,,,,,Western Metropolitan,872500.0
512,Ascot Vale,2,h,5.9,2.0,1.0,1.0,226.0,87.0,1900.0,Western Metropolitan,770000.0
513,Ascot Vale,2,t,5.9,,,,,,,Western Metropolitan,490000.0
514,Ascot Vale,3,h,5.9,3.0,2.0,2.0,229.0,,2011.0,Western Metropolitan,960000.0
515,Ascot Vale,4,h,5.9,4.0,1.0,1.0,300.0,185.0,1890.0,Western Metropolitan,890000.0
516,Ascot Vale,2,h,5.9,2.0,1.0,1.0,170.0,,,Western Metropolitan,965000.0
518,Ascot Vale,4,h,5.9,,,,,,,Western Metropolitan,1200000.0
519,Ascot Vale,3,h,5.9,3.0,1.0,1.0,487.0,131.0,1900.0,Western Metropolitan,1440000.0
520,Ascot Vale,2,h,5.9,2.0,1.0,0.0,255.0,,,Western Metropolitan,955000.0
521,Ascot Vale,2,u,5.9,2.0,1.0,1.0,0.0,,2010.0,Western Metropolitan,450000.0
522,Ascot Vale,3,h,5.9,3.0,1.0,2.0,431.0,,1950.0,Western Metropolitan,801000.0
524,Ascot Vale,3,h,5.9,,,,,,,Western Metropolitan,770000.0
525,Ascot Vale,3,h,5.9,3.0,2.0,2.0,440.0,120.0,1955.0,Western Metropolitan,1000000.0
526,Ascot Vale,3,h,5.9,3.0,2.0,2.0,532.0,147.0,1950.0,Western Metropolitan,1435000.0
527,Ascot Vale,1,u,5.9,1.0,1.0,1.0,0.0,58.0,1972.0,Western Metropolitan,390000.0
528,Ascot Vale,3,h,5.9,3.0,2.0,2.0,495.0,139.0,1920.0,Western Metropolitan,1425000.0
529,Ascot Vale,3,h,5.9,,,,,,,Western Metropolitan,925000.0
530,Ascot Vale,4,h,5.9,3.0,2.0,2.0,683.0,232.0,1978.0,Western Metropolitan,1340000.0
531,Ascot Vale,3,h,5.9,3.0,1.0,1.0,263.0,117.0,1910.0,Western Metropolitan,955000.0
532,Ascot Vale,2,h,5.9,,,,,,,Western Metropolitan,1075000.0
533,Ascot Vale,4,h,5.9,4.0,2.0,5.0,559.0,195.0,1920.0,Western Metropolitan,1100000.0
534,Ascot Vale,3,h,5.9,3.0,2.0,2.0,308.0,,,Western Metropolitan,1255000.0
535,Ascot Vale,4,h,5.9,,,,,,,Western Metropolitan,1483000.0
536,Ascot Vale,2,u,5.9,2.0,1.0,1.0,0.0,62.0,1978.0,Western Metropolitan,432000.0
537,Ascot Vale,4,h,5.9,4.0,3.0,2.0,562.0,204.0,1890.0,Western Metropolitan,1640000.0
538,Ascot Vale,6,h,5.9,4.0,2.0,1.0,461.0,286.0,1900.0,Western Metropolitan,1430000.0
539,Ascot Vale,2,u,5.9,2.0,1.0,1.0,301.0,104.0,1995.0,Western Metropolitan,610000.0
540,Ascot Vale,3,h,5.9,3.0,3.0,1.0,491.0,127.0,1950.0,Western Metropolitan,940000.0
541,Ascot Vale,3,h,5.9,3.0,1.0,1.0,242.0,110.0,1920.0,Western Metropolitan,890000.0
542,Ascot Vale,4,h,5.9,,,,,,,Western Metropolitan,1505000.0
543,Ascot Vale,3,h,5.9,3.0,2.0,2.0,617.0,149.0,1930.0,Western Metropolitan,1180000.0
544,Ascot Vale,4,h,5.9,4.0,2.0,2.0,597.0,180.0,1939.0,Western Metropolitan,1480000.0
545,Ascot Vale,2,h,5.9,2.0,1.0,1.0,387.0,,,Western Metropolitan,1150000.0
546,Ascot Vale,3,h,5.9,3.0,1.0,3.0,575.0,,,Western Metropolitan,1350000.0
547,Ascot Vale,5,h,5.9,5.0,2.0,2.0,521.0,,,Western Metropolitan,1905000.0
548,Ascot Vale,2,t,5.9,2.0,2.0,1.0,146.0,132.0,2015.0,Western Metropolitan,865000.0
549,Ascot Vale,2,t,5.9,2.0,2.0,1.0,113.0,,1998.0,Western Metropolitan,705000.0
550,Ascot Vale,2,u,5.9,2.0,1.0,1.0,0.0,62.0,1975.0,Western Metropolitan,442000.0
551,Ascot Vale,2,u,5.9,2.0,2.0,1.0,0.0,,,Western Metropolitan,540000.0
552,Ascot Vale,3,h,5.9,3.0,1.0,2.0,506.0,110.0,1920.0,Western Metropolitan,1037500.0
553,Ascot Vale,3,t,5.9,3.0,2.0,2.0,318.0,160.0,2013.0,Western Metropolitan,1050000.0
555,Ascot Vale,2,u,5.9,2.0,1.0,1.0,0.0,65.0,1970.0,Western Metropolitan,440000.0
556,Ascot Vale,2,h,5.9,2.0,1.0,1.0,325.0,,,Western Metropolitan,1010000.0
557,Ascot Vale,4,h,5.9,4.0,2.0,0.0,418.0,158.0,1900.0,Western Metropolitan,1430000.0
558,Ascot Vale,2,u,5.9,2.0,1.0,1.0,0.0,,,Western Metropolitan,570000.0
559,Ascot Vale,2,u,5.9,2.0,1.0,1.0,0.0,,,Western Metropolitan,690000.0
561,Ascot Vale,4,h,5.9,,,,,,,Western Metropolitan,1070000.0
562,Ascot Vale,3,h,5.9,3.0,1.0,2.0,414.0,,,Western Metropolitan,1291000.0
564,Ascot Vale,3,h,5.9,3.0,2.0,1.0,272.0,157.0,1900.0,Western Metropolitan,1130000.0
565,Ascot Vale,3,h,5.9,3.0,1.0,1.0,296.0,104.0,1910.0,Western Metropolitan,1135000.0
566,Ascot Vale,4,h,5.9,4.0,2.0,1.0,298.0,147.0,1920.0,Western Metropolitan,950000.0
567,Ascot Vale,3,u,5.9,3.0,2.0,1.0,0.0,148.0,,Western Metropolitan,790000.0
569,Ascot Vale,2,u,5.9,2.0,1.0,1.0,1957.0,69.0,2012.0,Western Metropolitan,390000.0
570,Ascot Vale,4,h,5.9,4.0,1.0,1.0,552.0,155.0,1920.0,Western Metropolitan,1345000.0
571,Ascot Vale,1,u,5.9,,,,,,,Western Metropolitan,296000.0
572,Ascot Vale,3,h,5.9,3.0,2.0,2.0,416.0,168.0,1900.0,Western Metropolitan,1381500.0
573,Ascot Vale,3,h,5.9,3.0,2.0,2.0,285.0,172.0,2011.0,Western Metropolitan,940000.0
574,Ascot Vale,3,h,5.9,3.0,2.0,1.0,314.0,177.0,2010.0,Western Metropolitan,995000.0
575,Ascot Vale,3,h,5.9,3.0,1.0,3.0,536.0,,,Western Metropolitan,1050000.0
576,Ascot Vale,3,h,5.9,3.0,2.0,1.0,576.0,120.0,1940.0,Western Metropolitan,786000.0
577,Ascot Vale,2,h,5.9,2.0,1.0,3.0,252.0,108.0,1910.0,Western Metropolitan,705000.0
578,Ascot Vale,3,h,5.9,,,,,,,Western Metropolitan,660000.0
579,Ascot Vale,2,h,5.9,2.0,1.0,1.0,124.0,77.0,1900.0,Western Metropolitan,760000.0
580,Ascot Vale,3,u,5.9,3.0,1.0,3.0,0.0,,1972.0,Western Metropolitan,487500.0
581,Ascot Vale,3,h,5.9,,,,,,,Western Metropolitan,1125000.0
582,Ascot Vale,3,t,5.9,3.0,2.0,2.0,200.0,144.0,2003.0,Western Metropolitan,1000000.0
583,Ascot Vale,4,h,5.9,4.0,2.0,1.0,349.0,,1920.0,Western Metropolitan,1110000.0
584,Ascot Vale,4,h,5.9,4.0,1.0,4.0,664.0,,,Western Metropolitan,1300000.0
585,Ascot Vale,3,h,5.9,3.0,1.0,1.0,555.0,,,Western Metropolitan,1060000.0
586,Ascot Vale,3,h,5.9,3.0,2.0,2.0,459.0,,,Western Metropolitan,1410000.0
587,Ascot Vale,3,h,5.9,2.0,1.0,1.0,278.0,166.0,1900.0,Western Metropolitan,1305000.0
588,Ascot Vale,3,h,5.9,3.0,2.0,1.0,254.0,,,Western Metropolitan,932500.0
589,Ascot Vale,3,h,5.9,3.0,1.0,0.0,216.0,,,Western Metropolitan,965000.0
590,Ascot Vale,3,h,5.9,3.0,1.0,1.0,452.0,175.0,1960.0,Western Metropolitan,1215000.0
591,Ascot Vale,2,u,5.9,2.0,1.0,2.0,194.0,71.0,1900.0,Western Metropolitan,545000.0
592,Ascot Vale,4,h,5.9,,,,,,,Western Metropolitan,1800000.0
593,Ascot Vale,3,t,5.9,,,,,,,Western Metropolitan,840000.0
594,Ascot Vale,4,h,5.9,4.0,2.0,4.0,598.0,273.0,2012.0,Western Metropolitan,1705000.0
595,Ascot Vale,3,h,5.9,2.0,1.0,1.0,194.0,,,Western Metropolitan,970000.0
596,Ascot Vale,2,h,5.9,2.0,1.0,1.0,407.0,,,Western Metropolitan,925000.0
597,Ashburton,4,h,11.0,4.0,3.0,2.0,753.0,399.0,2015.0,Southern Metropolitan,2650000.0
598,Ashburton,2,h,11.0,,,,,,,Southern Metropolitan,1820000.0
599,Ashburton,3,h,11.0,3.0,2.0,2.0,599.0,220.0,1930.0,Southern Metropolitan,1670000.0
600,Ashburton,3,t,11.0,3.0,2.0,2.0,203.0,,,Southern Metropolitan,955000.0
601,Ashburton,3,t,11.0,3.0,3.0,4.0,310.0,315.0,2014.0,Southern Metropolitan,2050000.0
603,Ashburton,2,u,11.0,2.0,1.0,1.0,710.0,,2010.0,Southern Metropolitan,500000.0
604,Ashburton,2,h,11.0,2.0,1.0,2.0,679.0,,,Southern Metropolitan,1575000.0
605,Ashburton,4,h,11.0,,,,,,,Southern Metropolitan,1991000.0
606,Ashburton,3,h,11.0,,,,,,,Southern Metropolitan,1425000.0
607,Ashburton,3,h,11.0,3.0,2.0,2.0,731.0,149.0,1935.0,Southern Metropolitan,1555000.0
608,Ashburton,2,h,11.0,,,,,,,Southern Metropolitan,1417000.0
610,Ashburton,5,h,11.0,,,,,,,Southern Metropolitan,1850000.0
612,Ashburton,3,h,11.0,,,,,,,Southern Metropolitan,780000.0
613,Ashburton,4,h,11.0,,,,,,,Southern Metropolitan,1942000.0
614,Ashburton,3,h,11.0,3.0,3.0,2.0,276.0,178.0,2004.0,Southern Metropolitan,1100000.0
615,Ashburton,3,h,11.0,3.0,1.0,2.0,583.0,112.0,1950.0,Southern Metropolitan,1337000.0
616,Ashburton,8,h,11.0,9.0,7.0,4.0,1472.0,618.0,2009.0,Southern Metropolitan,2950000.0
617,Ashburton,4,h,11.0,4.0,2.0,1.0,681.0,,1940.0,Southern Metropolitan,2215000.0
618,Ashburton,4,h,11.0,,,,,,,Southern Metropolitan,1880000.0
619,Ashburton,3,h,11.0,3.0,2.0,2.0,516.0,145.0,1920.0,Southern Metropolitan,1518000.0
620,Ashburton,3,h,11.0,3.0,1.0,2.0,806.0,101.0,1950.0,Southern Metropolitan,1710000.0
623,Ashburton,3,h,11.0,3.0,1.0,3.0,780.0,152.0,1940.0,Southern Metropolitan,1655000.0
624,Ashburton,3,t,11.0,,,,,,,Southern Metropolitan,1340000.0
625,Ashburton,3,h,11.0,,,,,,,Southern Metropolitan,1445000.0
626,Ashburton,3,h,11.0,,,,,,,Southern Metropolitan,1500000.0
628,Ashburton,4,h,11.0,4.0,2.0,2.0,780.0,180.0,1938.0,Southern Metropolitan,1550000.0
629,Ashburton,2,h,11.0,,,,,,,Southern Metropolitan,1356000.0
630,Ashburton,3,h,11.0,3.0,2.0,2.0,351.0,228.0,2006.0,Southern Metropolitan,1662000.0
632,Ashburton,3,h,11.0,3.0,2.0,3.0,702.0,145.0,1945.0,Southern Metropolitan,1665000.0
635,Ashburton,2,h,11.0,2.0,1.0,2.0,704.0,,,Southern Metropolitan,1445000.0
636,Ashburton,3,h,11.0,,,,,,,Southern Metropolitan,1600000.0
637,Ashburton,3,h,11.0,,,,,,,Southern Metropolitan,980000.0
638,Ashburton,3,t,11.0,,,,,,,Southern Metropolitan,1300000.0
642,Ashburton,5,h,11.0,5.0,5.0,2.0,755.0,444.0,2015.0,Southern Metropolitan,3510000.0
643,Ashburton,4,h,11.0,,,,,,,Southern Metropolitan,1730000.0
645,Ashburton,3,t,11.0,3.0,1.0,1.0,227.0,,,Southern Metropolitan,968000.0
646,Ashburton,3,t,11.0,3.0,2.0,2.0,153.0,110.0,1990.0,Southern Metropolitan,900000.0
647,Ashburton,3,h,11.0,,,,,,,Southern Metropolitan,1570000.0
648,Ashburton,3,h,11.0,3.0,1.0,2.0,545.0,,,Southern Metropolitan,1500000.0
649,Ashburton,3,h,11.0,,,,,,,Southern Metropolitan,1360000.0
650,Ashburton,5,h,11.0,6.0,4.0,2.0,1075.0,390.0,2010.0,Southern Metropolitan,2752000.0
652,Ashburton,4,h,11.0,,,,,,,Southern Metropolitan,1600000.0
654,Ashburton,3,h,11.0,3.0,2.0,2.0,710.0,139.0,1945.0,Southern Metropolitan,1500000.0
656,Ashburton,3,h,11.0,,,,,,,Southern Metropolitan,1430000.0
657,Ashburton,3,h,11.0,,,,,,,Southern Metropolitan,1601000.0
658,Ashburton,4,h,11.0,,,,,,,Southern Metropolitan,1650000.0
659,Ashburton,4,h,11.0,4.0,2.0,4.0,749.0,206.0,1950.0,Southern Metropolitan,1800000.0
660,Ashburton,3,h,11.0,,,,,,,Southern Metropolitan,1610000.0
663,Ashburton,3,h,11.0,3.0,2.0,3.0,724.0,168.0,1940.0,Southern Metropolitan,1830000.0
665,Ashburton,3,h,11.0,3.0,1.0,1.0,605.0,111.0,1950.0,Southern Metropolitan,1415000.0
666,Ashburton,2,h,11.0,2.0,1.0,1.0,687.0,104.0,1940.0,Southern Metropolitan,1440000.0
667,Ashburton,4,t,11.0,4.0,2.0,2.0,321.0,199.0,2007.0,Southern Metropolitan,1250000.0
668,Ashburton,3,h,11.0,3.0,1.0,2.0,583.0,,,Southern Metropolitan,1422000.0
669,Ashburton,5,h,11.0,5.0,3.0,4.0,700.0,266.0,1950.0,Southern Metropolitan,1600000.0
670,Ashburton,4,h,11.0,4.0,2.0,3.0,696.0,274.0,2000.0,Southern Metropolitan,1860000.0
671,Ashburton,3,t,11.0,3.0,2.0,2.0,295.0,,1990.0,Southern Metropolitan,1710000.0
673,Ashburton,4,h,11.0,4.0,2.0,2.0,514.0,240.0,1935.0,Southern Metropolitan,1790000.0
674,Ashburton,4,h,11.0,4.0,2.0,2.0,844.0,278.0,1940.0,Southern Metropolitan,1950000.0
675,Ashburton,3,h,11.0,3.0,1.0,2.0,637.0,,,Southern Metropolitan,1600000.0
676,Ashburton,3,h,11.0,3.0,1.0,2.0,1063.0,,,Southern Metropolitan,1320000.0
677,Ashburton,3,h,11.0,3.0,1.0,1.0,697.0,164.0,1947.0,Southern Metropolitan,1650000.0
678,Ashburton,4,h,11.0,,,,,,,Southern Metropolitan,1280000.0
680,Ashwood,2,h,12.2,2.0,1.0,1.0,583.0,,1950.0,Southern Metropolitan,995000.0
682,Ashwood,3,h,12.2,3.0,1.0,1.0,842.0,,,Southern Metropolitan,1250000.0
684,Ashwood,3,u,12.2,3.0,2.0,2.0,467.0,,,Southern Metropolitan,1045000.0
685,Ashwood,4,h,12.2,4.0,3.0,2.0,372.0,201.0,2016.0,Southern Metropolitan,1200000.0
686,Ashwood,2,h,12.2,2.0,1.0,2.0,695.0,114.0,1950.0,Southern Metropolitan,1075000.0
688,Ashwood,4,h,12.2,2.0,2.0,2.0,621.0,203.0,2000.0,Southern Metropolitan,1500000.0
689,Ashwood,3,h,12.2,3.0,1.0,2.0,723.0,,,Southern Metropolitan,1120000.0
690,Ashwood,2,t,12.2,2.0,1.0,2.0,367.0,110.0,1970.0,Southern Metropolitan,700000.0
691,Ashwood,3,h,12.2,3.0,2.0,4.0,400.0,94.0,1950.0,Southern Metropolitan,761000.0
692,Ashwood,4,h,12.2,4.0,2.0,1.0,724.0,,,Southern Metropolitan,1270000.0
693,Ashwood,4,h,12.2,4.0,2.0,2.0,526.0,,,Southern Metropolitan,1510000.0
694,Ashwood,3,h,12.2,3.0,1.0,1.0,792.0,792.0,1950.0,Southern Metropolitan,1365000.0
695,Ashwood,4,h,12.2,3.0,2.0,2.0,803.0,152.0,1970.0,Southern Metropolitan,1100000.0
696,Ashwood,2,u,12.2,,,,,,,Southern Metropolitan,675000.0
698,Ashwood,3,h,12.2,,,,,,,Southern Metropolitan,1232800.0
699,Ashwood,3,h,12.2,,,,,,,Southern Metropolitan,1170000.0
701,Ashwood,4,h,12.2,4.0,3.0,2.0,724.0,,,Southern Metropolitan,1415000.0
702,Ashwood,2,u,12.2,2.0,1.0,1.0,216.0,90.0,2003.0,Southern Metropolitan,690000.0
